==56702== Memcheck, a memory error detector
==56702== Copyright (C) 2002-2011, and GNU GPL'd, by Julian Seward et al.
==56702== Using Valgrind-3.7.0 and LibVEX; rerun with -h for copyright info
==56702== Command: ./RunCollatz.c++.app
50135 94714 351
4561 49644 324
91615 99767 328
32456 86398 351
96725 98210 297
17644 42800 324
69242 81344 351
86201 98989 333
67913 75675 325
94172 95892 328
11462 14654 276
77294 82436 338
16014 65327 340
81988 97460 333
90715 91531 333
12381 17595 276
60392 99621 351
6256 35456 311
41586 72733 340
24833 56827 340
21028 82802 351
2211 69998 340
19640 75806 340
76770 87311 351
72052 72467 263
35816 45831 314
97124 99875 328
60748 78278 351
33861 94813 351
65441 86125 351
8421 78600 351
56353 69912 335
74419 86851 351
82060 93465 333
50010 56891 340
97519 98811 297
34160 44748 324
90656 99629 333
41921 50998 314
73501 80056 351
25953 62981 340
58705 82053 351
94013 97097 328
47434 83107 351
4751 18961 279
44589 67225 340
2208 20385 279
15298 54543 340
55770 99130 351
59722 63186 335
82640 84897 320
65298 86806 351
14054 85519 351
60809 62806 335
83608 92621 333
63933 85937 351
56417 91718 351
87122 96334 333
14760 91536 351
53681 66824 335
33168 33242 192
46400 93105 351
9375 70975 340
68674 97087 351
50065 86092 351
19129 38152 324
21993 26663 308
4652 64224 340
48965 84413 351
31624 78607 351
32680 67992 340
23624 58483 340
41679 53892 340
3206 50798 324
20635 56606 340
17035 95660 351
95330 96351 284
42106 85644 351
32507 67001 340
24952 63893 340
37059 50767 314
68639 74312 325
55638 99180 351
27964 85580 351
97696 99150 328
22452 30627 308
88066 94438 333
20213 91142 351
42665 51990 314
24427 30359 308
16802 91366 351
5480 77766 351
23546 34793 311
71478 82155 351
92644 92881 302
5867 26477 282
37526 97150 351
58278 75867 335
9381 69242 340
74797 89318 351
96093 98579 297
11371 74575 340
60343 94037 351
91923 98300 328
25742 92674 351
21095 89769 351
56286 81936 351
4218 73248 340
21703 74859 340
95326 97326 297
42032 89368 351
43180 67731 340
30177 44238 324
25530 39298 324
52158 63721 340
90 99858 351
17575 96091 351
27064 53387 340
36705 75238 340
98232 98804 266
56616 87122 351
30098 65101 340
31176 70909 340
87671 92096 333
38057 68679 340
3750 46350 324
21179 52158 324
34292 46106 324
96515 97437 297
18299 93074 351
909 85167 351
98883 99897 328
81645 98375 333
88374 90825 315
3028 68667 340
86275 96644 333
84797 95716 333
10006 29612 308
11084 35420 311
20913 85196 351
33656 83477 351
71256 87196 351
47909 72750 340
3981 19342 279
17730 51740 324
83563 98147 333
86828 90583 333
91379 94437 333
59899 73316 335
35624 58392 340
26929 55557 340
40042 93304 351
88043 97083 333
13108 41425 324
48000 96881 351
95932 98366 297
24784 45193 324
89777 93750 333
33370 71837 340
99322 99704 266
23273 85994 351
99555 99914 328
93998 97745 328
69565 81314 351
27018 34045 285
70541 96694 351
55197 74858 335
36824 49903 314
77155 82792 338
59396 69360 335
23529 58177 340
62759 98763 351
18901 23835 282
44523 55825 340
49421 63801 340
58692 95791 351
94303 96815 328
27494 99828 351
88362 92523 333
17967 18147 186
5599 81630 351
23099 59993 340
30811 38773 324
78604 84975 338
22218 64427 340
70150 71757 325
44093 54217 340
52890 75435 335
60601 62215 335
70312 71626 325
97198 99697 328
49724 51538 309
89937 93205 333
78198 79465 338
4826 71940 340
52178 72078 340
48513 80363 351
3671 82463 351
82880 90373 333
10135 71427 340
41926 44647 288
89858 91332 315
65355 77149 351
30749 40280 324
481 66476 340
1628 28487 308
19058 34295 311
82823 85246 320
51352 64390 340
82932 88582 333
61227 66078 330
42409 90955 351
46393 54439 340
86536 87663 333
71466 97216 351
70413 81812 351
30371 79203 351
43483 69107 340
74059 83083 351
94821 97613 328
5372 35408 311
53304 91668 351
21694 77105 351
81011 92829 333
96528 98128 297
46105 57637 340
16891 59849 340
57034 87956 351
99596 99697 266
41976 91377 351
9926 18449 279
50210 52765 340
18312 60811 340
84145 92318 333
17977 43417 324
27248 75408 340
87214 89542 333
318 81593 351
35649 99464 351
83002 99603 333
64698 80714 351
42048 85588 351
73072 96990 351
86175 86547 302
64470 88133 351
29864 55543 340
72844 79966 351
65289 74277 325
92034 95609 328
32452 72363 340
31414 64455 340
79346 91242 333
80125 87680 333
74621 97010 351
86589 94802 333
5282 91147 351
36932 55013 340
70700 84069 351
69662 76162 325
79073 86405 320
10723 81372 351
79174 86197 320
22649 87791 351
64201 75370 325
82265 87594 333
41582 67526 340
98775 99386 328
76258 87666 351
40528 85751 351
32338 74645 340
92639 99643 328
91718 96530 328
10341 95809 351
64766 82854 351
25704 49201 324
57283 83454 351
21553 55073 340
69485 94051 351
40132 91280 351
47287 54202 340
65342 80034 351
33503 49912 324
81861 95029 333
17239 76929 340
86971 98539 333
59438 60965 317
85013 93787 333
75816 86011 351
39607 83660 351
99990 99993 160
17963 95524 351
55005 67007 335
27859 78332 351
86123 96321 333
25439 53275 340
32467 95675 351
12530 90440 351
98900 99623 328
2452 9854 262
75228 76828 307
17209 75505 340
19056 94604 351
47893 68262 340
20668 35237 311
1311 93235 351
25762 50303 324
84017 86960 320
34018 98419 351
28732 34854 311
87436 99360 333
27649 86950 351
58233 80563 351
99025 99806 328
58342 81309 351
25252 40925 324
58901 68309 335
52115 57965 340
62981 66509 330
86926 93604 333
20575 41398 324
31651 70701 340
29677 45628 324
7854 92015 351
12821 72545 340
93325 94933 315
91210 93012 333
85159 92729 333
17460 40063 324
90314 99848 333
37666 39132 275
87161 94791 333
53138 58040 322
72777 80981 351
92980 96667 328
32558 97061 351
10365 95900 351
26187 38786 324
90549 98361 333
62768 92290 351
7933 99393 351
15607 70797 340
14081 87709 351
92258 93263 315
90284 99288 333
45238 93599 351
43711 49218 314
42546 82772 351
27423 30148 272
51368 96558 351
85298 89873 333
41165 52600 340
21738 86894 351
89701 95792 333
46831 61770 340
84937 96155 333
8965 58781 340
27114 84521 351
69466 84576 351
3185 72997 340
84663 86854 302
56604 81618 351
29529 86906 351
71942 95791 351
30646 91223 351
11784 91087 351
5227 18448 279
43333 70533 340
16259 29993 308
55000 64239 335
62028 83415 351
12099 99706 351
72918 85607 351
30697 65248 340
99307 99604 235
9088 12025 268
98224 99399 328
35336 94833 351
8120 79967 351
46227 80673 351
55598 64816 335
80754 99598 333
39018 73640 340
37853 45901 314
10638 47387 324
91281 94162 333
3828 81330 351
41934 82035 351
14718 83522 351
48082 70352 340
93687 94711 315
96973 98361 297
20549 69399 340
75503 90061 351
9292 84466 351
72233 74230 294
66391 82848 351
69678 69838 206
50878 88341 351
9512 87972 351
87319 96836 333
55281 57745 322
35855 43188 306
66172 70557 312
43727 68326 340
99260 99565 204
16657 45753 324
54763 88075 351
53098 66025 335
91980 93607 315
62640 68555 330
84394 89154 333
38702 70515 340
49777 93467 351
10597 79368 351
85203 90014 333
35204 74796 340
17963 99197 351
11406 51037 324
49512 69241 340
91864 92731 302
86729 99373 333
59504 84772 351
77522 99185 338
6280 44808 324
97741 99524 328
9935 36289 324
78914 96008 333
20826 22129 269
50809 52856 340
44252 80217 351
16527 63084 340
41558 94974 351
1098 1532 182
73882 80654 351
37539 74040 340
10323 75526 340
13740 73115 340
86525 98281 333
67169 96842 351
60612 79233 351
24903 82201 351
2075 68102 340
61344 97830 351
42822 66484 340
37686 63136 340
14858 49037 324
48577 48976 296
2884 59206 340
83528 99194 333
44347 46134 314
14654 27537 308
23332 59427 340
34408 93249 351
76760 77579 351
19173 29140 308
46865 64060 340
33465 54433 340
70487 76798 325
90125 98083 333
44433 51316 314
52742 59076 322
16328 73895 340
20194 52058 324
26784 68681 340
73174 95210 351
45959 96696 351
49825 74860 340
43268 85869 351
42378 57583 340
15304 68422 340
37058 52776 340
7718 22387 279
2441 93334 351
79613 92992 333
3558 92100 351
92271 94459 315
580 91204 351
89716 92690 333
32129 96646 351
4913 37724 324
46421 88301 351
23653 25015 264
61759 81387 351
34544 62117 340
90077 92971 333
44524 88878 351
86806 93514 333
80965 85053 320
26341 59780 340
99125 99550 297
16555 67074 340
77374 99325 338
18306 36464 324
79267 84304 320
90203 99837 333
53213 71967 335
25154 85164 351
53911 68107 335
21883 99515 351
35480 88765 351
46555 59712 340
19330 26687 308
87302 98567 333
31290 61735 340
56428 92960 351
34375 58838 340
83151 83630 289
99040 99710 328
43347 55909 340
16271 86153 351
46589 86550 351
11389 63167 340
75046 76298 307
14410 84023 351
56692 83931 351
73160 85660 351
97105 98468 297
30894 79870 351
77563 89333 338
41784 87051 351
28356 94826 351
78992 91622 333
37626 42344 306
98585 98805 266
91044 91622 333
89518 90195 302
87915 94132 333
40171 55894 340
52161 87685 351
93599 98666 328
70124 95108 351
34346 76317 340
42161 92826 351
6382 96313 351
5217 68574 340
86704 98509 333
85815 88476 333
93914 99843 328
59338 66061 335
48474 67547 340
61666 83678 351
38837 69925 340
6809 69519 340
10596 40616 324
5320 11563 268
74983 78756 351
85919 93807 333
79362 90957 333
62120 76529 330
12122 20266 279
77884 89615 338
18308 86689 351
80335 96970 333
99959 99967 204
28611 97110 351
74356 86567 351
32689 45020 324
61447 64718 330
20716 70576 340
70718 88873 351
55808 96034 351
63907 92248 351
8507 40221 324
6842 28375 308
87485 88026 271
41933 65337 340
54985 73257 335
17995 19302 261
98639 99671 328
87821 94744 333
88853 96801 333
20574 85259 351
89150 94255 333
23496 29571 308
18674 50574 324
28384 28628 228
99169 99402 266
47101 78998 351
50248 83437 351
46654 73597 340
39253 83943 351
47352 94728 351
11009 95681 351
74019 86702 351
29748 32643 285
58506 99234 351
86268 93019 333
17848 31164 308
7054 50511 324
84860 93500 333
8807 55190 340
24695 96216 351
18208 79780 351
7979 68242 340
27478 59959 340
76607 99884 351
61417 67635 330
67541 67977 312
70688 81626 351
25135 79995 351
49216 58326 340
91709 97709 328
25419 92319 351
75420 78639 351
10890 20291 279
35342 61008 340
87093 87808 271
11545 40678 324
75836 98675 351
94828 96352 328
5764 38541 324
34522 90048 351
37510 55412 340
30039 38281 324
60356 80405 351
36047 81487 351
95307 98651 297
1925 63912 340
60128 83358 351
10268 73466 340
20049 44131 324
14207 80600 351
91804 92671 284
71943 94623 351
26896 72775 340
68808 98896 351
92753 93966 315
34052 47077 324
19001 78217 351
65797 83770 351
97392 98471 297
1801 28426 308
91008 94344 333
88893 93694 333
92181 95726 328
37926 47518 314
45599 86252 351
50567 66782 340
45130 65533 340
15506 19491 279
88360 92039 333
29798 31632 285
72071 86344 351
22212 58838 340
51049 74604 340
57220 58642 273
33745 59432 340
83886 92365 333
48038 67724 340
84584 92877 333
87873 96943 333
20010 57785 340
22383 44493 324
46259 84803 351
5528 71410 340
7670 52805 340
98717 99676 328
58035 72245 335
72642 99165 351
49869 52737 340
5402 17613 276
47054 61086 340
11066 45216 324
65513 94009 351
46016 72825 340
79805 97622 333
47329 76747 340
27763 33432 285
12713 14924 276
99082 99500 297
10615 70821 340
96090 96205 191
54010 89312 351
22479 48815 324
25765 35805 324
88336 98969 333
4154 56272 340
2628 73184 340
63018 80314 351
17465 46357 324
56066 72577 335
62190 94334 351
39470 91807 351
19904 67204 340
14051 37744 324
38502 94813 351
66750 86622 351
42441 76704 340
27392 66415 340
26928 72825 340
11112 93738 351
8998 52235 324
81852 94767 333
27738 38279 324
65704 93875 351
70672 74405 325
86630 87985 333
40938 41244 288
207 27851 308
40587 84733 351
69554 70924 312
3203 35797 324
22842 94607 351
93418 96945 328
13823 91899 351
41655 91065 351
95892 96518 297
37331 87731 351
22141 68584 340
55929 97297 351
11938 37495 324
34320 42139 324
7174 99829 351
17604 97814 351
80680 94014 333
9579 86310 351
17888 28340 308
76592 94315 351
91834 97890 328
41835 89745 351
43053 46891 314
92631 99363 328
16576 42729 324
66577 86465 351
74886 85886 351
89123 97723 333
66720 91285 351
46859 75947 340
91954 95389 328
33392 62966 340
17576 22209 279
55672 69999 335
36316 59171 340
528 10103 262
12378 96784 351
70642 89832 351
71385 75395 325
13737 47580 324
81841 94336 333
31263 71150 340
7510 45464 324
93879 96764 328
9122 86096 351
4251 77982 351
57135 68130 335
46906 49224 314
39204 62007 340
72993 83541 351
71964 87944 351
35750 71846 340
29700 38502 324
415 76121 340
81058 89392 333
21780 64118 340
7307 81170 351
13756 14039 258
34029 62406 340
76381 91027 351
26443 41501 324
68795 88556 351
45183 83311 351
11592 76520 340
44100 89076 351
85538 85663 258
48039 96210 351
89054 98896 333
87309 96081 333
63000 88564 351
1602 62314 340
76704 95790 351
5541 69448 340
90422 96812 333
62362 74558 330
25372 72618 340
72097 82897 351
26405 38429 324
25657 55861 340
52794 68798 335
33771 41906 324
49660 82932 351
87190 90015 333
20979 39373 324
40619 88515 351
16796 73475 340
89650 95095 333
51747 84732 351
67899 96657 351
29573 32030 285
18779 89719 351
8550 78182 351
6806 59269 340
964 15794 276
60224 84242 351
94154 97828 328
76269 97301 351
22924 39959 324
7873 23832 282
88307 98907 333
91594 99868 328
66837 71866 325
39691 84378 351
15868 50895 324
16891 60900 340
50679 76862 340
31798 70416 340
51992 56962 340
24212 24380 251
58001 96874 351
17261 48970 324
23384 37432 324
16910 48234 324
57772 59168 273
12286 55677 340
==56702== 
==56702== HEAP SUMMARY:
==56702==     in use at exit: 17,589 bytes in 38 blocks
==56702==   total heap usage: 1,038 allocs, 1,000 frees, 400,017,589 bytes allocated
==56702== 
==56702== LEAK SUMMARY:
==56702==    definitely lost: 0 bytes in 0 blocks
==56702==    indirectly lost: 0 bytes in 0 blocks
==56702==      possibly lost: 0 bytes in 0 blocks
==56702==    still reachable: 17,589 bytes in 38 blocks
==56702==         suppressed: 0 bytes in 0 blocks
==56702== Rerun with --leak-check=full to see details of leaked memory
==56702== 
==56702== For counts of detected and suppressed errors, rerun with: -v
==56702== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 1 from 1)
